timestamp,Traffic_bps,Traffic_bps_scaled,Traffic_Mbps_scaled,Traffic_Predicted_Mbps,Traffic_Prediction_Uncertainty
2019-04-19 07:45,528734701,102363038.1136,102.3630381136,84.39944458007812,124.51074676260497
2019-04-19 08:00,597475239,115671206.2704,115.6712062704,89.50078582763672,124.51074676260497
2019-04-19 08:15,707836164,137037081.3504,137.0370813504,94.93742370605469,124.51074676260497
2019-04-19 08:30,760596272,147251438.2592,147.2514382592,102.47007751464844,124.51074676260497
2019-04-19 08:45,693796680,134319037.248,134.319037248,111.42852020263672,124.51074676260497
2019-04-19 09:00,678911966,131437356.6176,131.4373566176,118.5450210571289,124.51074676260497
2019-04-19 09:15,645406673,124950731.8928,124.9507318928,123.6213150024414,124.51074676260497
2019-04-19 09:30,596007645,115387080.072,115.387080072,126.4197998046875,124.51074676260497
2019-04-19 09:45,655473407,126899651.5952,126.8996515952,126.64115142822266,124.51074676260497
2019-04-19 10:00,754731555,146116029.048,146.116029048,126.13308715820312,124.51074676260497
2019-04-19 10:15,781492160,151296882.176,151.296882176,126.52082061767578,124.51074676260497
2019-04-19 10:30,777726396,150567830.2656,150.5678302656,127.61737823486328,124.51074676260497
2019-04-19 10:45,750601092,145316371.4112,145.31637141119998,128.974365234375,124.51074676260497
2019-04-19 11:00,739623331,143191076.8816,143.1910768816,129.823486328125,124.51074676260497
2019-04-19 11:15,808652648,156555152.6528,156.5551526528,130.04014587402344,124.51074676260497
2019-04-19 11:30,765100311,148123420.2096,148.1234202096,130.7747039794922,124.51074676260497
2019-04-19 11:45,727717716,140886149.81759998,140.88614981759997,130.97625732421875,124.51074676260497
2019-04-19 12:00,716127678,138642318.4608,138.6423184608,130.24270629882812,124.51074676260497
2019-04-19 12:15,824439262,159611441.1232,159.6114411232,128.8308868408203,124.51074676260497
2019-04-19 12:30,790343839,153010567.2304,153.0105672304,128.68898010253906,124.51074676260497
2019-04-19 12:45,768370362,148756502.0832,148.75650208320002,128.68885803222656,124.50658297606968
2019-04-19 13:00,777426717,150509812.4112,150.5098124112,128.42160034179688,124.4366360804485
2019-04-19 13:15,869742506,168382149.1616,168.38214916159998,128.1206817626953,124.49008117050913
