step,actual_traffic_mbps,predicted_traffic_mbps,upf_config,power_w,energy_wh,qos,sec,qos_violation
253,68.293,73.1232,OAI-1x,0.625831,0.156458,0.93444,0.00916392,0
254,68.8513,68.5402,OAI-1x,0.630102,0.157525,0.934271,0.00915163,0
255,62.6963,65.3328,OAI-1x,0.578755,0.144689,0.935906,0.00923108,0
256,50.4076,62.9699,OAI-1x,0.458678,0.114669,0.934794,0.00909939,0
257,43.2897,60.5092,OAI-1x,0.363359,0.09084,0.933706,0.00839368,0
258,53.2771,57.9355,OAI-1x,0.489884,0.122471,0.935118,0.00919502,0
259,35.4239,56.5181,OAI-1x,0.294768,0.073692,0.930838,0.00832116,0
260,47.4561,54.7094,OAI-1x,0.421252,0.105313,0.934364,0.00887667,0
261,37.7202,53.9822,OAI-1x,0.309145,0.077286,0.932216,0.00819575,0
262,21.8436,53.3402,OAI-1x,0.208024,0.052006,0.920612,0.00952335,0
263,25.4533,51.8492,OAI-1x,0.248161,0.06204,0.923783,0.00974966,0
264,17.1993,50.444,OAI-1x,0.185395,0.046349,0.921249,0.01077922,0
265,16.1957,48.8812,OAI-1x,0.175548,0.043887,0.920836,0.01083918,0
266,21.9655,47.9559,OAI-1x,0.209392,0.052348,0.92057,0.00953279,0
267,12.9416,48.2859,OAI-1x,0.139238,0.034809,0.91819,0.01075889,0
268,10.3884,49.4472,OAI-1x,0.107759,0.02694,0.91562,0.01037301,0
269,22.7167,50.9764,OAI-1x,0.217609,0.054402,0.921212,0.00957925,0
270,17.237,53.4649,OAI-1x,0.185778,0.046445,0.921265,0.0107779,0
271,22.0827,56.3396,OAI-1x,0.210718,0.052679,0.920566,0.00954219,0
272,30.2788,59.667,OAI-1x,0.228561,0.05714,0.927424,0.00754856,0
273,40.8504,63.2587,OAI-1x,0.329637,0.082409,0.933348,0.00806937,0
274,46.8652,67.3402,OAI-1x,0.413322,0.103331,0.93428,0.0088194,0
275,45.9339,71.6807,OAI-1x,0.40069,0.100173,0.934121,0.00872319,0
276,62.4067,75.533,OAI-1x,0.57616,0.14404,0.935879,0.00923234,0
277,67.5277,79.4105,OAI-1x,0.619841,0.15496,0.93464,0.00917906,0
278,61.4025,83.4377,OAI-1x,0.566428,0.141607,0.935804,0.00922484,0
279,59.7794,86.6911,OAI-1x,0.552097,0.138024,0.935699,0.00923556,0
280,77.6492,89.0456,OAI-1x,0.697489,0.174372,0.931909,0.00898256,0
281,88.1261,91.3725,DPDK,0.819623,0.204906,0.974778,0.00930057,0
282,98.4357,93.8817,DPDK,0.819791,0.204948,0.974892,0.00832819,0
283,92.4078,96.6309,DPDK,0.819672,0.204918,0.974829,0.00887016,0
284,113.1638,99.0436,DPDK,0.820082,0.20502,0.974997,0.00724686,0
285,107.783,102.6691,DPDK,0.81998,0.204995,0.974988,0.00760769,0
286,117.4906,106.3015,DPDK,0.82016,0.20504,0.974997,0.00698064,0
287,113.3046,109.7487,DPDK,0.820084,0.205021,0.974999,0.00723787,0
288,132.8896,112.3234,DPDK,0.820408,0.205102,0.975128,0.00617361,0
289,126.8769,115.6343,DPDK,0.820323,0.205081,0.975075,0.0064655,0
290,135.3872,118.345,DPDK,0.82044,0.20511,0.975149,0.00605995,0
291,125.7434,120.927,DPDK,0.820304,0.205076,0.975065,0.00652363,0
292,119.951,122.3274,DPDK,0.820203,0.205051,0.975001,0.00683781,0
293,132.6462,122.3607,DPDK,0.820405,0.205101,0.975125,0.00618491,0
294,141.3179,122.4773,DPDK,0.820511,0.205128,0.975199,0.00580614,0
295,166.4523,123.1442,DPDK,0.820755,0.205189,0.975256,0.00493087,0
296,169.0553,125.9155,DPDK,0.820778,0.205194,0.975257,0.00485508,0
297,135.5106,129.6179,DPDK,0.820442,0.20511,0.975151,0.00605445,0
298,146.215,130.8356,DPDK,0.820565,0.205141,0.975236,0.00561204,0
299,133.9423,131.2961,DPDK,0.820422,0.205105,0.975138,0.00612519,0
300,151.4345,130.1979,DPDK,0.820619,0.205155,0.975242,0.00541897,0
301,163.9944,129.599,DPDK,0.820734,0.205183,0.975252,0.00500465,0
302,168.7374,130.1821,DPDK,0.820775,0.205194,0.975255,0.00486421,0
303,155.9897,131.648,DPDK,0.820662,0.205165,0.975246,0.005261,0
304,168.2169,132.4199,DPDK,0.820771,0.205193,0.975255,0.00487924,0
305,144.5638,133.6101,DPDK,0.820547,0.205137,0.975227,0.00567602,0
306,158.9335,133.0172,DPDK,0.820689,0.205172,0.975247,0.00516372,0
307,181.4979,132.5567,DPDK,0.820874,0.205218,0.97527,0.00452277,0
308,171.8196,133.8359,DPDK,0.8208,0.2052,0.975257,0.0047771,0
309,139.8532,135.1175,DPDK,0.820495,0.205124,0.975186,0.00586683,0
310,151.7957,133.7747,DPDK,0.820622,0.205156,0.975243,0.0054061,0
311,169.1207,132.0575,DPDK,0.820778,0.205195,0.975256,0.00485321,0
312,163.7663,131.5389,DPDK,0.820732,0.205183,0.975252,0.00501161,0
313,177.694,131.2524,DPDK,0.820845,0.205211,0.975263,0.00461943,0
314,156.9007,132.2092,DPDK,0.82067,0.205168,0.975249,0.00523051,0
315,153.4555,132.0933,DPDK,0.820638,0.20516,0.975243,0.00534773,0
316,162.8878,131.1431,DPDK,0.820724,0.205181,0.97525,0.00503858,0
317,161.657,130.5,DPDK,0.820713,0.205178,0.975252,0.00507688,0
318,152.3064,129.9638,DPDK,0.820627,0.205157,0.975244,0.005388,0
319,135.8199,128.8132,DPDK,0.820446,0.205111,0.975154,0.00604069,0
320,134.0224,126.1758,DPDK,0.820423,0.205106,0.97514,0.00612153,0
321,150.137,122.894,DPDK,0.820606,0.205152,0.975239,0.00546571,0
322,149.373,120.8043,DPDK,0.820598,0.20515,0.97524,0.00549362,0
323,198.9687,119.534,DPDK,0.820998,0.20525,0.975286,0.00412627,0
324,193.4003,122.691,DPDK,0.82096,0.20524,0.975283,0.00424487,0
325,204.502,127.5215,DPDK,0.821035,0.205259,0.97529,0.0040148,0
326,221.4681,133.6852,DPDK,0.821143,0.205286,0.975306,0.00370773,0
327,231.1702,141.2065,DPDK,0.821201,0.2053,0.975316,0.00355237,0
328,242.7415,149.3594,DPDK,0.821267,0.205317,0.975318,0.0033833,0
329,220.7486,157.7866,DPDK,0.821139,0.205285,0.975304,0.00371979,0
330,247.892,163.4784,DPDK,0.821296,0.205324,0.97529,0.00331312,0
331,243.6782,169.1575,DPDK,0.821273,0.205318,0.975312,0.00337032,0
332,212.8631,173.6103,DPDK,0.82109,0.205272,0.975299,0.00385736,0
333,219.1684,174.188,DPDK,0.821129,0.205282,0.975306,0.00374657,0
334,208.1547,173.0854,DPDK,0.821059,0.205265,0.975293,0.00394447,0
335,188.9218,170.0884,DPDK,0.820928,0.205232,0.975276,0.00434533,0
336,124.2679,164.7635,DPDK,0.820278,0.20507,0.975047,0.00660089,0
337,146.3862,153.5486,DPDK,0.820566,0.205142,0.975238,0.00560549,0
338,141.645,142.3761,DPDK,0.820515,0.205129,0.975203,0.00579276,0
