step,actual_traffic_mbps,predicted_traffic_mbps,upf_config,power_w,energy_wh,qos,sec,qos_violation
530,101.989,,OAI-1x,0.926586,0.231647,0.926448,0.00908516,0
531,101.6957,,OAI-1x,0.923844,0.230961,0.926503,0.0090844,0
532,90.4259,,OAI-1x,0.819232,0.204808,0.928652,0.00905971,0
533,39.8612,,OAI-1x,0.315306,0.078826,0.933186,0.0079101,0
534,35.6587,,OAI-1x,0.297359,0.07434,0.930985,0.00833902,0
535,36.4141,,OAI-1x,0.305361,0.07634,0.93144,0.00838578,0
536,43.1904,,OAI-1x,0.361889,0.090472,0.933678,0.00837894,0
537,27.8717,,OAI-1x,0.225019,0.056255,0.925705,0.0080734,0
538,27.3393,,OAI-1x,0.228874,0.057219,0.925307,0.00837162,0
539,22.6983,,OAI-1x,0.217364,0.054341,0.921192,0.0095762,0
540,24.3723,,OAI-1x,0.241381,0.060345,0.9228,0.0099039,0
541,15.9262,,OAI-1x,0.172845,0.043211,0.920712,0.01085289,0
542,22.988,,OAI-1x,0.220473,0.055118,0.921475,0.00959081,0
543,17.2183,,OAI-1x,0.185547,0.046387,0.921265,0.01077614,0
544,14.8315,,OAI-1x,0.161262,0.040316,0.920133,0.01087297,0
545,14.8072,,OAI-1x,0.16097,0.040242,0.920126,0.01087106,0
546,16.883,,OAI-1x,0.182356,0.045589,0.921189,0.01080116,0
547,11.9666,,OAI-1x,0.127234,0.031808,0.916957,0.01063241,0
548,12.4692,,OAI-1x,0.133257,0.033314,0.917605,0.01068693,0
549,20.5022,,OAI-1x,0.201845,0.050461,0.920767,0.00984501,0
550,17.629,,OAI-1x,0.189445,0.047361,0.921171,0.01074625,0
551,23.2676,,OAI-1x,0.223399,0.05585,0.921752,0.00960127,0
552,16.0927,,OAI-1x,0.174514,0.043628,0.920773,0.01084429,0
553,10.45,,OAI-1x,0.108548,0.027137,0.915683,0.01038738,0
554,12.7187,,OAI-1x,0.136425,0.034106,0.917913,0.01072634,0
555,15.743,,OAI-1x,0.170947,0.042737,0.920618,0.01085864,0
