Actual_Traffic,Predicted_Traffic,UPF_Config,Energy_Wh_Actual,QoS_Score_Actual
183.42355,129.53204,"('DPDK', 1)",0.2052220106124878,0.9752693176269531
184.99048,133.26189,"('DPDK', 1)",0.2052248865365982,0.9752712249755859
187.21275,136.864,"('DPDK', 1)",0.20522892475128174,0.9752758145332336
159.48889,140.0955,"('DPDK', 1)",0.20517341792583466,0.9752499461174011
171.99127,140.51567,"('DPDK', 1)",0.20520024001598358,0.9752599000930786
194.13834,140.29028,"('DPDK', 1)",0.20524121820926666,0.9752779603004456
228.26318,141.33424,"('DPDK', 1)",0.20529602468013763,0.9753111004829407
241.51047,145.5657,"('DPDK', 1)",0.20531512796878815,0.9753258228302002
244.65935,152.08981,"('DPDK', 1)",0.20531950891017914,0.9753086566925049
249.58542,159.36436,"('DPDK', 1)",0.20532625913619995,0.9752788543701172
247.2396,166.57484,"('DPDK', 1)",0.20532307028770447,0.9752950072288513
265.02014,172.58627,"('DPDK', 1)",0.20534658432006836,0.9751996994018555
240.32338,178.59604,"('DPDK', 1)",0.20531345903873444,0.9753231406211853
158.54979,181.61082,"('DPDK', 1)",0.20517128705978394,0.9752473831176758
155.03574,175.80115,"('DPDK', 1)",0.20516319572925568,0.9752472043037415
144.84698,165.74326,"('DPDK', 1)",0.2051374763250351,0.9752312302589417
138.5144,153.57063,"('DPDK', 1)",0.20511981844902039,0.9751744866371155
132.98547,141.0882,"('DPDK', 1)",0.20510239899158478,0.9751279354095459
156.10445,129.43745,"('DPDK', 1)",0.20516568422317505,0.9752453565597534
143.25058,121.33203,"('DPDK', 1)",0.2051331251859665,0.9752140045166016
110.40299,114.91501,"('DPDK', 1)",0.20500752329826355,0.9749963283538818
97.31256,107.75834,"('DPDK', 1)",0.20494188368320465,0.9748807549476624
86.71901,100.15497,"('OAI', 1)",0.19619646668434143,0.9295238256454468
83.89701,92.42352,"('OAI', 1)",0.1892206370830536,0.930243968963623
73.629074,85.389435,"('OAI', 1)",0.16638340055942535,0.9330320358276367
70.73996,78.83321,"('OAI', 1)",0.16108517348766327,0.9337726831436157
68.29298,73.12324,"('OAI', 1)",0.1564578264951706,0.9344395995140076
68.851295,68.54022,"('OAI', 1)",0.15752539038658142,0.9342710375785828
62.69631,65.33277,"('OAI', 1)",0.1446887105703354,0.9359058141708374
50.407566,62.96991,"('OAI', 1)",0.11466947942972183,0.9347937107086182
43.289658,60.5092,"('OAI', 1)",0.09083982557058334,0.9337062835693359
