t,power,traffic,sec,controller,load_bin,load_bin_label
564,0.2815616130828857,51.72565460205078,0.005443364907589251,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
565,0.2968056201934814,26.135417938232425,0.011356452033594484,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
566,0.4104518890380859,27.398414611816406,0.014980862756236484,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
567,0.3897798061370849,40.39064407348633,0.009650249830825264,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
568,0.3855488300323486,36.45577239990234,0.010575796496726577,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
569,0.455294132232666,35.99109649658203,0.012650187867321685,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
570,0.5883886814117432,59.46209716796875,0.009895188858705415,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
571,0.4724898338317871,70.74176788330078,0.006679078682500985,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
572,0.4600074291229248,48.23581314086914,0.00953663676777889,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
573,0.4515755176544189,61.56719970703125,0.007334676902689257,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
574,0.4746580123901367,56.768802642822266,0.008361247556630499,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
575,0.4552745819091797,53.10567855834961,0.008572992460852354,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
576,0.4532756805419922,54.90949630737305,0.008254959725083619,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
577,0.483302354812622,57.9325065612793,0.008342507229536134,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
578,0.6157197952270508,63.59574890136719,0.009681775997040173,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
579,0.6177237033843994,73.30752563476562,0.008426470516301916,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
580,0.8197279572486877,74.53402709960938,0.010998036590095692,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
581,0.8195390701293945,95.47765350341795,0.008583569453768114,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
582,0.8194282054901123,80.32561492919922,0.010201331246730878,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
583,0.8195822238922119,71.02964782714844,0.011538593375637675,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
584,0.8195646405220032,84.25395965576172,0.009727313041078623,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
585,0.8193901181221008,82.6358871459961,0.009915669165316176,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
586,0.8193285465240479,68.08830261230469,0.012033323127311762,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
587,0.8193583488464355,63.58346557617188,0.012886343036223128,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
588,0.8193979859352112,65.72673797607422,0.01246673745216882,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
589,0.819475531578064,68.68428039550781,0.011931049242406571,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
590,0.8194531798362732,74.85857391357422,0.010946684354184317,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
591,0.819378137588501,73.0252685546875,0.011220474142794576,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
592,0.8194908499717712,67.18517303466797,0.012197495562732403,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
593,0.5333800315856934,76.14306640625,0.007004971782196472,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
594,0.6200566291809082,67.21638488769531,0.009224783960293234,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
595,0.7950718402862549,78.08684539794922,0.010181892177029035,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
596,0.618431568145752,91.41594696044922,0.006765029392665091,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
597,0.8201020359992981,75.60118103027344,0.010847741064665375,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
598,0.8197340965270996,114.28624725341795,0.0071726398952397475,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
599,0.8196039795875549,95.76021575927734,0.00855891951672165,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
600,0.8199271559715271,86.28790283203125,0.009502226025444194,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
601,0.8198766112327576,105.0763931274414,0.0078026718164790265,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
602,0.8196840286254883,102.55403137207033,0.007992704115664067,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
603,0.8198292255401611,93.1305923461914,0.00880300666930836,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
604,0.8195921182632446,100.24506378173828,0.00817588504953947,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
605,0.819825291633606,85.17623901367188,0.009625046857281565,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
606,0.8195943832397461,100.05581665039062,0.008191371683102907,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
607,0.8193628191947937,85.38433074951172,0.009596173115164685,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
608,0.8195275664329529,66.05128479003906,0.012407443231998156,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
609,0.8197031617164612,79.30760192871094,0.010335745146515548,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
610,0.81993168592453,94.19449615478516,0.008704666614248638,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
611,0.8199025392532349,105.30479431152344,0.007785994404278642,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
612,0.8202382922172546,103.84104919433594,0.007898979243576392,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
613,0.8199479579925537,121.9599838256836,0.006723090084732207,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
614,0.820156455039978,106.13031005859376,0.007727824921901912,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
615,0.8202686905860901,117.3101806640625,0.006992306089230805,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
616,0.8203690052032471,123.70511627197266,0.006631649764587098,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
617,0.8206334710121155,129.87014770507812,0.006318876859027607,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
618,0.8205193281173706,152.97195434570312,0.005363854646604497,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
619,0.8205177187919617,142.0511932373047,0.005776211379099362,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
620,0.8203272223472595,141.904541015625,0.005780838417686253,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
621,0.8204168677330017,127.13544464111328,0.006453093156270709,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
622,0.820601224899292,133.55258178710938,0.006144405551121268,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
623,0.8203387260437012,149.67422485351562,0.005480828291220863,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
624,0.819589376449585,127.82191467285156,0.006411962913771466,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
625,0.8201882243156433,84.92028045654297,0.009658331554090495,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
626,0.8202771544456482,119.1122589111328,0.00688658885276989,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
627,0.8202724456787109,124.1944351196289,0.00660474396367754,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
628,1.0471668243408203,123.92302703857422,0.008450139165942604,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
629,0.6607175469398499,114.48821258544922,0.0057710530369815835,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
630,0.7214698195457458,72.96353912353516,0.009888086957024103,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
631,0.7571422457695007,80.2190170288086,0.009438438338101209,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
632,0.6174113154411316,83.9251480102539,0.007356690218356205,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
633,0.5279061198234558,67.22142028808594,0.0078532425759683,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
634,0.7310948371887207,57.047813415527344,0.012815475185061702,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
635,0.6747350692749023,81.2591781616211,0.008303493642685908,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
636,0.5722757577896118,74.91910552978516,0.007638582358168911,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
637,0.564328134059906,61.99679183959961,0.009102537684852413,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
638,0.7053916454315186,61.18253326416016,0.01152929778807846,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
639,0.5970398783683777,78.4859390258789,0.007606966111108357,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
640,0.5956584811210632,64.77690124511719,0.009195538373579785,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
641,0.5444949269294739,64.61161041259766,0.008427199437569055,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
642,0.4600627422332763,58.90651321411133,0.007810048789699305,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
643,0.3016003370285034,50.53246688842773,0.005968446735331892,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
644,0.2256162166595459,36.06108474731445,0.00625650110750892,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
645,0.3088374137878418,28.28193473815918,0.01091995355505666,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
646,0.2489268779754638,37.2625617980957,0.0066803479407630305,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
647,0.1820501089096069,25.0349235534668,0.007271846008269391,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
648,0.1504116058349609,16.853811264038086,0.00892448618763772,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
649,0.2462315559387207,13.872422218322754,0.01774971609597472,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
650,0.2385815382003784,25.748430252075195,0.009265867311703396,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
651,0.197671890258789,26.43918800354004,0.007476473567657297,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
652,0.193837285041809,18.541234970092773,0.010454389114558484,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
653,0.204314112663269,18.111234664916992,0.011281070365624651,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
654,0.1843411922454834,19.30175399780273,0.009550489155880257,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
655,0.1876400709152221,17.09098243713379,0.01097889320320956,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
656,0.1911842823028564,17.438549041748047,0.010963313624611741,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
657,0.1592812538146972,17.81934356689453,0.008938671237621576,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
658,0.1982159614562988,14.653749465942385,0.013526637801266074,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
659,0.2741127014160156,18.598833084106445,0.014738166646070795,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
660,0.3024570941925049,34.02911758422852,0.008888185050460571,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
661,0.2267376184463501,36.14567565917969,0.00627288366620329,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
662,0.435271680355072,29.066770553588867,0.014974889609858263,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
663,0.4200310111045837,48.52564239501953,0.008655856787744326,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
664,0.5237739086151123,47.36531448364258,0.011058174411488295,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
665,0.4528877735137939,66.56968688964844,0.006803213214214739,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
666,0.4736495018005371,57.76344680786133,0.008199813687989195,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
667,0.6191036701202393,53.19402694702149,0.011638593760476804,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
668,0.6195881366729736,76.66604614257812,0.008081649802582844,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
669,0.71663498878479,77.43791961669922,0.009254316132612765,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
670,0.4557230472564697,85.89106750488281,0.005305825861700489,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
671,0.4546473026275635,59.75531768798828,0.007608482729545498,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
672,1.066320538520813,59.0105094909668,0.018070010710279378,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
673,0.6035168170928955,115.2499008178711,0.005236592941165567,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
674,0.4706037044525146,72.15628814697266,0.006522005448699885,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
675,1.1099412441253662,62.841156005859375,0.0176626484086619,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
676,0.8682025671005249,120.23009490966795,0.007221175095576764,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
677,0.8200913667678833,96.88182067871094,0.008464863284181574,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
678,0.8196554183959961,113.7001724243164,0.007208919748486688,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
679,0.8199541568756104,91.2836685180664,0.008982484711526784,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
680,0.819851815700531,106.44925689697266,0.007701808726518663,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
681,0.8199734091758728,101.33781433105467,0.008091485045228516,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
682,0.8200370073318481,107.43669128417967,0.007632746294864729,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
683,0.820246696472168,110.7709503173828,0.007404889947427401,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
684,0.8198789358139038,122.4389190673828,0.006696228144277338,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
685,0.8202763199806213,102.668212890625,0.00798958408728203,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
686,0.8197665214538574,124.14738464355467,0.006603171897720819,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
687,0.8208306431770325,97.2655792236328,0.00843906600596888,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
688,0.8201614022254944,175.80557250976562,0.004665161578879624,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
689,0.8204386234283447,117.58977508544922,0.00697712554371462,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
690,0.8206108808517456,135.2639923095703,0.006066735624464376,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
691,0.8202160596847534,150.59739685058594,0.005446415919781964,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
692,0.8200108408927917,120.69854736328124,0.006793874978666516,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
693,0.8204765915870667,109.38629150390624,0.007500725916444174,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
694,0.8201033473014832,138.29971313476562,0.005929899120631845,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
695,0.8205170631408691,114.35638427734376,0.007175087497965162,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
696,0.8201485872268677,141.8462677001953,0.005781953945805078,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
697,0.8205069899559021,116.8662338256836,0.007020907263767577,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
698,0.8200317621231079,140.93630981445312,0.005818456316918645,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
699,0.820551872253418,110.49284362792967,0.0074262897515473495,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
700,0.8203940987586975,145.0293731689453,0.005656744429302725,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
701,0.8203351497650146,131.78839111328125,0.006224638929387034,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
702,0.8205792307853699,127.61009979248048,0.006430362738684443,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
703,0.8205026984214783,147.58560180664062,0.005559503693974568,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
704,0.8204936385154724,140.54840087890625,0.0058378013081941335,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
705,0.8208222389221191,139.7394256591797,0.005873948851944477,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
706,0.8205760717391968,174.7187957763672,0.004696552927193363,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
707,0.8204068541526794,147.28651428222656,0.0055701423728491345,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
708,0.8207228183746338,132.7748260498047,0.006181313452195941,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
709,0.8208337426185608,162.74534606933594,0.005043669526923696,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
710,0.8210389614105225,176.2069549560547,0.0046595150663337115,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
711,0.8210644721984863,205.0675811767578,0.004003872613539878,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
712,0.821160614490509,208.96588134765625,0.003929639657893938,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
713,0.8212704062461853,224.3419189453125,0.003660797813031033,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
714,0.8211338520050049,243.28746032714844,0.003375158961751777,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
715,0.8208032250404358,219.95462036132807,0.0037316934906485265,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
716,0.8210242986679077,172.2783966064453,0.0047656834219525785,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
717,0.8211065530776978,202.85797119140625,0.004047691832148633,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
718,0.8210337162017822,215.56173706054688,0.003808810076396678,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
719,0.8207669854164124,204.2757873535156,0.004017935733107759,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
0,0.8207671642303463,160.6437530517578,0.005109237979306318,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
1,0.820699155330658,175.68780517578125,0.004671349582343079,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
2,0.8206891417503356,167.81863403320312,0.004890333820664761,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
3,0.8208350539207456,160.0994415283203,0.005127032587278242,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
4,0.8206606507301328,158.98829650878906,0.005161767681967495,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
5,0.8206168413162231,176.3783721923828,0.004652593348696654,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
6,0.8209586143493652,155.8834228515625,0.005266490813016789,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
7,0.8207944631576536,151.2222137451172,0.005427737386129597,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
8,0.8213800191879272,193.24801635742188,0.004250393016551041,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
9,0.8210428357124328,171.16561889648438,0.004796774264631811,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
10,0.8210783600807188,263.7792663574219,0.003112747910095991,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
11,0.8211866021156308,205.6524810791016,0.003993078993293409,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
12,0.8214457631111144,211.1239013671875,0.0038908231507263254,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
13,0.8211996555328368,228.6915435791016,0.003590861483904384,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
14,0.8211185336112976,277.73150634765625,0.002956519209539897,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
15,0.8209959864616392,230.9044647216797,0.0035555656641426373,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
16,0.8211719989776608,217.4733123779297,0.0037759667611564716,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
17,0.8212147951126096,198.65396118164065,0.004133895897307208,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
18,0.8209925293922424,226.23712158203125,0.0036289028239539327,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
19,0.8209382891654968,233.5007476806641,0.003515784413196882,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
20,0.8210228681564328,198.1498107910156,0.004143445128102333,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
21,0.8210377693176268,190.3638458251953,0.004312992132295741,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
22,0.8211585879325864,202.6382293701172,0.004052337954615398,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
23,0.8210473060607908,204.8867034912109,0.004007323521099121,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
24,0.8211355209350584,224.0075836181641,0.003665659473095066,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
25,0.8211109638214108,206.3332672119141,0.003979537448888893,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
26,0.8211945891380308,220.22344970703125,0.0037289152914028296,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
27,0.8212161064147948,216.26312255859372,0.0037973006987924943,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
28,0.8211367726325988,230.0411529541016,0.0035695212012627764,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
29,0.8211234211921692,233.7275848388672,0.0035131643608017223,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
30,0.8210693001747128,220.42495727539065,0.00372493800304518,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
31,0.82126784324646,218.26634216308597,0.0037626866108051537,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
32,0.821222364902496,209.71397399902344,0.003915916279886624,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
33,0.8213126659393308,242.8209991455078,0.0033823790727719075,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
34,0.8213155865669248,234.80870056152344,0.003497807298463916,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
35,0.8214139938354492,250.99388122558597,0.0032726454916930277,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
36,0.8216312527656552,251.533203125,0.0032664922267035402,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
37,0.8217756152153012,270.5760803222656,0.00303713326853038,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
38,0.8216659426689148,323.4707946777344,0.0025401549573819157,Rule-based baseline,"(320.0, 400.0]","(320, 400]"
39,0.821780741214752,364.17913818359375,0.0022565288756339124,Rule-based baseline,"(320.0, 400.0]","(320, 400]"
40,0.8215503692626952,332.8104858398437,0.0024685230911205267,Rule-based baseline,"(320.0, 400.0]","(320, 400]"
41,0.8216627836227416,365.72552490234375,0.002246665129107799,Rule-based baseline,"(320.0, 400.0]","(320, 400]"
42,0.8216778635978697,302.66680908203125,0.002714793426110928,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
43,0.8215766549110411,331.9556579589844,0.0024749590350785743,Rule-based baseline,"(320.0, 400.0]","(320, 400]"
44,0.8215200304985044,336.0888366699219,0.002444353816206434,Rule-based baseline,"(320.0, 400.0]","(320, 400]"
45,0.8214367032051084,309.2767333984375,0.0026559925610274127,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
46,0.8212745189666748,295.2187194824219,0.0027819188444639796,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
47,0.8207030892372128,275.6679992675781,0.002977143126578847,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
48,0.820704698562622,244.02870178222656,0.003363148238583125,Rule-based baseline,"(240.0, 320.0]","(240, 320]"
49,0.8206716179847716,160.5314483642578,0.005112217116004626,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
50,0.8206453919410704,160.71133422851562,0.0051063317710634765,Rule-based baseline,"(160.0, 240.0]","(160, 240]"
51,0.820458114147186,157.07009887695312,0.005223515615088033,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
52,0.820315420627594,154.24400329589844,0.005318297004091097,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
53,0.819787323474884,136.81112670898438,0.005992110022006336,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
54,0.7566818594932556,126.43498229980467,0.0059847507843912955,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
55,0.7723178863525388,98.24469757080078,0.007861166103096425,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
56,0.6044563055038452,83.8802261352539,0.0072061835471113386,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
57,0.5740040540695188,85.43559265136719,0.0067185588143787904,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
58,0.57140839099884,65.63836669921875,0.008705402339111542,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
59,0.600111961364746,62.17499923706055,0.009651981805044209,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
60,0.3097977340221404,61.91144561767578,0.005003884676433606,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
61,0.3234890401363372,65.12913513183594,0.004966886777807245,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
62,0.2311158925294876,38.7056884765625,0.005971109199347674,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
63,0.228101089596748,40.42182922363281,0.005643017497668997,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
64,0.236029341816902,30.927318572998047,0.007631742831497004,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
65,0.2478347569704052,30.07522773742676,0.008240494773111565,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
66,0.199914053082466,24.107799530029297,0.008292505204941989,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
67,0.2216492444276808,24.730207443237305,0.008962692485957807,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
68,0.2486069947481152,21.12433242797852,0.0117687503543943,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
69,0.3460927903652188,23.100521087646484,0.014982033913957879,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
70,0.3101455867290496,32.19617462158203,0.009632994924842719,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
71,0.2307456284761428,42.09807586669922,0.0054811442975869875,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
72,0.2819590270519256,39.22251129150391,0.0071887040826221,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
73,0.2441434413194656,27.16486549377441,0.008987471017495667,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
74,0.227364972233772,34.475303649902344,0.00659500999737869,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
75,0.4283926784992216,25.935060501098636,0.016517897788635365,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
76,0.6425275206565856,29.580711364746094,0.02172116528010011,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
77,0.8158445954322812,47.99835968017578,0.016997343260653972,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
78,0.748926281929016,70.49388122558594,0.010623989896830808,Rule-based baseline,"(-0.001, 80.0]","[0, 80]"
79,0.8793210983276364,90.06549072265625,0.009763130043174688,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
80,0.7240444421768188,83.12713623046875,0.00871008523822373,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
81,0.8811635375022888,97.02323150634766,0.009081985044423506,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
82,0.8196775317192077,80.49644470214844,0.01018277931096416,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
83,0.819864511489868,97.22684478759766,0.008432491183694678,Rule-based baseline,"(80.0, 160.0]","(80, 160]"
